hour,temperature
2019-07-02 00:00,18.333333333333336
2019-07-02 01:00,17.77777777777778
2019-07-02 02:00,17.22222222222222
2019-07-02 03:00,16.666666666666668
2019-07-02 04:00,16.666666666666668
2019-07-02 05:00,16.666666666666668
2019-07-02 06:00,15.555555555555557
2019-07-02 07:00,16.666666666666668
2019-07-02 08:00,18.88888888888889
2019-07-02 09:00,20.555555555555557
2019-07-02 10:00,22.77777777777778
2019-07-02 11:00,23.333333333333336
2019-07-02 12:00,22.77777777777778
2019-07-02 13:00,25.0
2019-07-02 14:00,26.11111111111111
2019-07-02 15:00,26.11111111111111
2019-07-02 16:00,27.222222222222225
2019-07-02 17:00,28.88888888888889
2019-07-02 18:00,28.88888888888889
2019-07-02 19:00,26.666666666666668
2019-07-02 20:00,22.77777777777778
2019-07-02 21:00,21.11111111111111
2019-07-02 22:00,19.444444444444446
2019-07-02 23:00,18.88888888888889
