hour,temperature
2019-07-07 00:00,18.88888888888889
2019-07-07 01:00,20.0
2019-07-07 02:00,20.0
2019-07-07 03:00,19.444444444444446
2019-07-07 04:00,17.77777777777778
2019-07-07 05:00,17.22222222222222
2019-07-07 06:00,17.22222222222222
2019-07-07 07:00,16.666666666666668
2019-07-07 08:00,20.0
2019-07-07 09:00,18.333333333333336
2019-07-07 10:00,19.444444444444446
2019-07-07 11:00,19.444444444444446
2019-07-07 12:00,25.555555555555557
2019-07-07 13:00,21.11111111111111
2019-07-07 14:00,22.22222222222222
2019-07-07 15:00,23.333333333333336
2019-07-07 16:00,25.0
2019-07-07 17:00,26.666666666666668
2019-07-07 18:00,28.333333333333336
2019-07-07 19:00,28.333333333333336
2019-07-07 20:00,28.333333333333336
2019-07-07 21:00,21.666666666666668
2019-07-07 22:00,19.444444444444446
2019-07-07 23:00,22.77777777777778
