hour,temperature
2019-07-03 00:00,18.333333333333336
2019-07-03 01:00,18.333333333333336
2019-07-03 02:00,18.333333333333336
2019-07-03 03:00,17.77777777777778
2019-07-03 04:00,17.22222222222222
2019-07-03 05:00,17.22222222222222
2019-07-03 06:00,16.666666666666668
2019-07-03 07:00,17.77777777777778
2019-07-03 08:00,17.77777777777778
2019-07-03 09:00,18.88888888888889
2019-07-03 10:00,19.444444444444446
2019-07-03 11:00,20.555555555555557
2019-07-03 12:00,21.666666666666668
2019-07-03 13:00,22.22222222222222
2019-07-03 14:00,24.444444444444446
2019-07-03 15:00,25.555555555555557
2019-07-03 16:00,26.666666666666668
2019-07-03 17:00,27.77777777777778
2019-07-03 18:00,27.77777777777778
2019-07-03 19:00,26.666666666666668
2019-07-03 20:00,26.11111111111111
2019-07-03 21:00,25.0
2019-07-03 22:00,23.88888888888889
2019-07-03 23:00,18.88888888888889
