hour,temperature
2019-07-01 00:00,18.333333333333336
2019-07-01 01:00,18.333333333333336
2019-07-01 02:00,17.77777777777778
2019-07-01 03:00,17.77777777777778
2019-07-01 04:00,17.22222222222222
2019-07-01 05:00,16.666666666666668
2019-07-01 06:00,16.666666666666668
2019-07-01 07:00,16.11111111111111
2019-07-01 08:00,17.77777777777778
2019-07-01 09:00,17.77777777777778
2019-07-01 10:00,18.88888888888889
2019-07-01 11:00,21.666666666666668
2019-07-01 12:00,20.555555555555557
2019-07-01 13:00,20.555555555555557
2019-07-01 14:00,22.22222222222222
2019-07-01 15:00,23.333333333333336
2019-07-01 16:00,22.77777777777778
2019-07-01 17:00,25.555555555555557
2019-07-01 18:00,25.555555555555557
2019-07-01 19:00,26.11111111111111
2019-07-01 20:00,22.77777777777778
2019-07-01 21:00,21.11111111111111
2019-07-01 22:00,19.444444444444446
2019-07-01 23:00,18.333333333333336
