hour,temperature
2019-07-05 00:00,20.0
2019-07-05 01:00,20.0
2019-07-05 02:00,20.0
2019-07-05 03:00,17.77777777777778
2019-07-05 04:00,20.0
2019-07-05 05:00,19.444444444444446
2019-07-05 06:00,15.555555555555557
2019-07-05 07:00,17.22222222222222
2019-07-05 08:00,18.333333333333336
2019-07-05 09:00,22.22222222222222
2019-07-05 10:00,18.88888888888889
2019-07-05 11:00,20.555555555555557
2019-07-05 12:00,26.11111111111111
2019-07-05 13:00,22.22222222222222
2019-07-05 14:00,23.88888888888889
2019-07-05 15:00,27.77777777777778
2019-07-05 16:00,27.77777777777778
2019-07-05 17:00,28.333333333333336
2019-07-05 18:00,22.22222222222222
2019-07-05 19:00,30.0
2019-07-05 20:00,25.0
2019-07-05 21:00,22.77777777777778
2019-07-05 22:00,21.11111111111111
2019-07-05 23:00,20.0
